Plot,Tube,Window,RootID,Appeared,Appeared.Date,Died,Died.Date,Initial.Status,Final.Status,Lifespan,Maximum.Length,Maximum.Diameter,Year,Month,Day
QUBI-E,T711,1,620,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,37.9473319220206,2.34717893600464,2019,8,239
QUBI-E,T711,1,624,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,12.369316876853,1.56478595733643,2019,8,239
QUBI-E,T711,1,698,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,145.659949179445,2.00292634963989,2019,8,239
QUBI-E,T711,1,704,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,159.955341915281,2.00292634963989,2019,8,239
QUBI-E,T711,1,722,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,8.06225774829855,1.48592102527618,2019,8,239
QUBI-E,T711,1,726,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,223.105027629872,2.00292634963989,2019,8,239
QUBI-E,T711,1,730,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,20.8488578017961,1.48592102527618,2019,8,239
QUBI-E,T711,1,734,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,22.3606797749979,1.48592102527618,2019,8,239
QUBI-E,T711,1,738,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,10.295630140987,1.48592102527618,2019,8,239
QUBI-E,T711,1,742,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,10,1.48592102527618,2019,8,239
QUBI-E,T711,1,746,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,48.2254707923032,1.48592102527618,2019,8,239
QUBI-E,T711,1,752,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,37.5749977519135,1.48592102527618,2019,8,239
QUBI-E,T711,1,928,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,11.7046999107196,1.75631618499756,2019,8,239
QUBI-E,T711,1,866,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,72.7308293947762,4.35010528564453,2019,9,267
QUBI-E,T711,1,870,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,38.3957540967389,4.35010528564453,2019,9,267
QUBI-E,T711,1,874,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,7.81024967590665,3.17651581764221,2019,9,267
QUBI-E,T711,1,908,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,25.0798724079689,1.48592102527618,2019,9,267
QUBI-E,T711,1,912,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,61.4176599569022,2.78281593322754,2019,9,267
QUBI-E,T711,1,916,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,11.1803398874989,2.78281593322754,2019,9,267
QUBI-E,T711,1,1080,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,250.347326183976,1.75631618499756,2019,9,267
QUBI-E,T711,1,900,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,8.24621125123532,1.48592102527618,2019,9,267
QUBI-E,T711,1,904,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,15.0332963783729,1.48592102527618,2019,9,267
QUBI-E,T711,1,920,7,2019-09-24,-,2019-09-24,EMTIPS,EMTIPS,0,6.70820393249937,1.75631618499756,2019,9,267
QUBI-E,T711,1,922,7,2019-09-24,-,2019-09-24,EMTIPS,EMTIPS,0,4.47213595499958,1.75631618499756,2019,9,267
QUBI-E,T711,1,1072,8,2019-10-17,-,2020-11-30,LIVING,LIVING,410,18,3.05321073532104,2019,10,290
QUBI-E,T711,1,NA,9,2019-11-15,-,-,NOROOTS,NOROOTS,NA,NA,NA,2019,11,319
QUBI-E,T711,1,NA,10,2019-12-16,-,-,NOROOTS,NOROOTS,NA,NA,NA,2019,12,350
QUBI-E,T711,1,NA,11,2020-02-24,-,-,NOROOTS,NOROOTS,NA,NA,NA,2020,2,55
QUBI-E,T711,1,NA,12,2020-04-20,-,-,NOROOTS,NOROOTS,NA,NA,NA,2020,4,111
QUBI-E,T711,1,NA,13,2020-05-18,-,-,NOROOTS,NOROOTS,NA,NA,NA,2020,5,139
QUBI-E,T711,1,1977,14,2020-06-15,-,2020-11-30,LIVING,LIVING,168,178.385872201158,15.9999990463257,2020,6,167
QUBI-E,T711,1,2143,14,2020-06-15,-,2020-11-30,LIVING,LIVING,168,177.852836674956,1.30018413066864,2020,6,167
QUBI-E,T711,1,2147,14,2020-06-15,-,2020-11-30,LIVING,LIVING,168,869.785202062664,1.30018413066864,2020,6,167
QUBI-E,T711,1,2131,15,2020-07-13,-,2020-11-30,LIVING,LIVING,140,267.800414042352,1.30018413066864,2020,7,195
QUBI-E,T711,1,2135,15,2020-07-13,-,2020-11-30,LIVING,LIVING,140,205.246705723973,1.30018413066864,2020,7,195
QUBI-E,T711,1,NA,16,2020-08-19,-,-,NOROOTS,NOROOTS,NA,NA,NA,2020,8,232
QUBI-E,T711,1,2471,17,2020-09-15,-,2020-11-30,LIVING,LIVING,76,80.3243425120928,7.3106164932251,2020,9,259
QUBI-E,T711,1,2475,17,2020-09-15,-,2020-11-30,LIVING,LIVING,76,30.0166620396073,2.05148816108704,2020,9,259
QUBI-E,T711,1,2479,17,2020-09-15,-,2020-11-30,LIVING,LIVING,76,22.4722050542442,2.05148816108704,2020,9,259
QUBI-E,T711,1,2483,17,2020-09-15,-,2020-11-30,LIVING,LIVING,76,82.7767519273901,2.05148816108704,2020,9,259
QUBI-E,T711,1,2655,18,2020-10-16,-,2020-11-30,LIVING,LIVING,45,28.1602556806574,2.05148816108704,2020,10,290
QUBI-E,T711,1,2659,18,2020-10-16,-,2020-11-30,LIVING,LIVING,45,66.4626639123023,2.05148816108704,2020,10,290
QUBI-E,T711,1,2663,18,2020-10-16,-,2020-11-30,LIVING,LIVING,45,21.2602916254693,2.05148816108704,2020,10,290
QUBI-E,T711,1,NA,19,2020-11-30,-,-,NOROOTS,NOROOTS,NA,NA,NA,2020,11,335
QUBI-E,T711,2,130,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,286.305927127547,1.94013941287994,2019,3,87
QUBI-E,T711,2,134,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,9.48683298050514,0.891212403774261,2019,3,87
QUBI-E,T711,2,138,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,6.32455532033676,0.891212403774261,2019,3,87
QUBI-E,T711,2,142,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,7,0.891212403774261,2019,3,87
QUBI-E,T711,2,146,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,6.08276253029822,0.891212403774261,2019,3,87
QUBI-E,T711,2,150,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,8.24621125123532,0.891212403774261,2019,3,87
QUBI-E,T711,2,154,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,4.12310562561766,0.891212403774261,2019,3,87
QUBI-E,T711,2,158,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,7.61577310586391,0.891212403774261,2019,3,87
QUBI-E,T711,2,162,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,3.16227766016838,0.891212403774261,2019,3,87
QUBI-E,T711,2,166,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,10,0.891212403774261,2019,3,87
QUBI-E,T711,2,170,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,14.3178210632764,0.891212403774261,2019,3,87
QUBI-E,T711,2,174,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,9.48683298050514,0.891212403774261,2019,3,87
QUBI-E,T711,2,178,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,9.21954445729289,0.891212403774262,2019,3,87
QUBI-E,T711,2,182,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,16.4924225024706,0.891212403774261,2019,3,87
QUBI-E,T711,2,186,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,15.2643375224737,0.891212403774261,2019,3,87
QUBI-E,T711,2,190,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,6.40312423743285,0.891212403774261,2019,3,87
QUBI-E,T711,2,194,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,5,0.891212403774261,2019,3,87
QUBI-E,T711,2,198,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,5.8309518948453,0.891212403774261,2019,3,87
QUBI-E,T711,2,202,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,8.48528137423857,1.94013929367065,2019,3,87
QUBI-E,T711,2,206,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,14.2126704035519,1.94013929367065,2019,3,87
QUBI-E,T711,2,210,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,74.3370638266587,1.94013929367065,2019,3,87
QUBI-E,T711,2,214,1,2019-03-28,3,2019-05-31,LIVING,DEAD,64,191.741528977683,6.06825542449951,2019,3,87
QUBI-E,T711,2,218,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,6,1.94013929367065,2019,3,87
QUBI-E,T711,2,222,1,2019-03-28,3,2019-05-31,LIVING,DEAD,64,29.732137494637,6.06825542449951,2019,3,87
QUBI-E,T711,2,226,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,4.12310562561766,1.94013929367065,2019,3,87
QUBI-E,T711,2,230,1,2019-03-28,6,2019-08-27,LIVING,DEAD,152,162.743398757255,4.04550361633301,2019,3,87
QUBI-E,T711,2,234,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,3,1.94013929367065,2019,3,87
QUBI-E,T711,2,238,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,142.617406454534,4.04550361633301,2019,3,87
QUBI-E,T711,2,242,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,3.16227766016838,1.94013929367065,2019,3,87
QUBI-E,T711,2,246,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,8.54400374531753,2.70868492126465,2019,3,87
QUBI-E,T711,2,250,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,343.876080354863,1.94013929367065,2019,3,87
QUBI-E,T711,2,254,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,100.569819921695,2.70868492126465,2019,3,87
QUBI-E,T711,2,258,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,251.396164109672,1.94013929367065,2019,3,87
QUBI-E,T711,2,262,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,21.9317121994613,2.70868492126465,2019,3,87
QUBI-E,T711,2,266,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,186.777971171751,1.94013929367065,2019,3,87
QUBI-E,T711,2,270,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,62.506663950324,1.94013941287994,2019,3,87
QUBI-E,T711,2,274,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,13.1529464379659,1.94013929367065,2019,3,87
QUBI-E,T711,2,278,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,86.3465301616246,1.94013941287994,2019,3,87
QUBI-E,T711,2,282,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,84.1608486926302,1.94013929367065,2019,3,87
QUBI-E,T711,2,286,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,374.136560457124,1.94013941287994,2019,3,87
QUBI-E,T711,2,290,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,399.290488402848,6.60835125117323,2019,3,87
QUBI-E,T711,2,294,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,39.3777492355597,1.94013941287994,2019,3,87
QUBI-E,T711,2,298,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,241.746815490119,4.37344980239868,2019,3,87
QUBI-E,T711,2,398,1,2019-03-28,-,2020-11-30,LIVING,LIVING,613,265.894614363418,2.80506610870361,2019,3,87
QUBI-E,T711,2,NA,2,2019-05-07,-,-,NOROOTS,NOROOTS,NA,NA,NA,2019,5,127
QUBI-E,T711,2,492,3,2019-05-31,-,2020-11-30,LIVING,LIVING,549,78.1259301477268,3.50977468490601,2019,5,151
QUBI-E,T711,2,508,3,2019-05-31,-,2020-11-30,LIVING,LIVING,549,56.938563381947,2.80506610870361,2019,5,151
QUBI-E,T711,2,498,3,2019-05-31,-,2020-11-30,EMTIPS,EMTIPS,549,26.9072480941474,3.50977468490601,2019,5,151
QUBI-E,T711,2,502,3,2019-05-31,-,2020-11-30,EMTIPS,EMTIPS,549,21.8403296678416,3.50977468490601,2019,5,151
QUBI-E,T711,2,512,3,2019-05-31,-,2020-11-30,EMTIPS,EMTIPS,549,22,4.2144832611084,2019,5,151
QUBI-E,T711,2,546,4,2019-06-20,-,2020-11-30,LIVING,LIVING,529,171.331495602215,6.80676031112671,2019,6,171
QUBI-E,T711,2,550,4,2019-06-20,-,2020-11-30,LIVING,LIVING,529,26.4764045897475,3.98792600631714,2019,6,171
QUBI-E,T711,2,554,4,2019-06-20,-,2020-11-30,LIVING,LIVING,529,21.9544984001001,3.98792600631714,2019,6,171
QUBI-E,T711,2,558,4,2019-06-20,-,2020-11-30,LIVING,LIVING,529,22.8035085019828,1.87254738807678,2019,6,171
QUBI-E,T711,2,562,4,2019-06-20,6,2019-08-27,LIVING,DEAD,68,84.6484927844609,1.87254738807678,2019,6,171
QUBI-E,T711,2,566,4,2019-06-20,6,2019-08-27,LIVING,DEAD,68,15.1327459504216,1.87254738807678,2019,6,171
QUBI-E,T711,2,570,4,2019-06-20,6,2019-08-27,LIVING,DEAD,68,19.8494332412792,1.87254738807678,2019,6,171
QUBI-E,T711,2,598,4,2019-06-20,-,2020-11-30,LIVING,LIVING,529,8.60232526704263,1.79494190216064,2019,6,171
QUBI-E,T711,2,602,4,2019-06-20,-,2020-11-30,LIVING,LIVING,529,20.591260281974,4.48735475540161,2019,6,171
QUBI-E,T711,2,574,4,2019-06-20,-,2020-11-30,EMTIPS,EMTIPS,529,15.2970585407784,2.70868492126465,2019,6,171
QUBI-E,T711,2,578,4,2019-06-20,-,2020-11-30,EMTIPS,EMTIPS,529,16.2788205960997,2.70868492126465,2019,6,171
QUBI-E,T711,2,582,4,2019-06-20,-,2020-11-30,EMTIPS,EMTIPS,529,10.816653826392,2.70868492126465,2019,6,171
QUBI-E,T711,2,586,4,2019-06-20,-,2020-11-30,EMTIPS,EMTIPS,529,13.8924439894498,2.70868492126465,2019,6,171
QUBI-E,T711,2,590,4,2019-06-20,-,2020-11-30,EMTIPS,EMTIPS,529,11.7046999107196,2.70868492126465,2019,6,171
QUBI-E,T711,2,594,4,2019-06-20,-,2020-11-30,EMTIPS,EMTIPS,529,18.0277563773199,2.70868492126465,2019,6,171
QUBI-E,T711,2,716,4,2019-06-20,5,2019-07-23,EMTIPS,EMTIPSDEAD,33,14.422205101856,2.57850790023804,2019,6,171
QUBI-E,T711,2,720,4,2019-06-20,5,2019-07-23,EMTIPS,EMTIPSDEAD,33,11.0453610171873,2.57850790023804,2019,6,171
QUBI-E,T711,2,724,4,2019-06-20,5,2019-07-23,EMTIPS,EMTIPSDEAD,33,9.8488578017961,2.57850790023804,2019,6,171
QUBI-E,T711,2,728,4,2019-06-20,5,2019-07-23,EMTIPS,EMTIPSDEAD,33,32.7566787083184,2.57850790023804,2019,6,171
QUBI-E,T711,2,884,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,14.3178210632764,2.57850790023804,2019,7,204
QUBI-E,T711,2,900,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,76.4852927038918,2.57850790023804,2019,7,204
QUBI-E,T711,2,904,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,255.957627706238,2.57850790023804,2019,7,204
QUBI-E,T711,2,908,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,297.121540140152,2.57850790023804,2019,7,204
QUBI-E,T711,2,912,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,665.285197633472,6.16839170455933,2019,7,204
QUBI-E,T711,2,916,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,133.156552293732,2.57850790023804,2019,7,204
QUBI-E,T711,2,920,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,44.9648605067328,2.57850790023804,2019,7,204
QUBI-E,T711,2,924,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,78.1856764375675,2.57850790023804,2019,7,204
QUBI-E,T711,2,928,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,18.0277563773199,1.79494190216064,2019,7,204
QUBI-E,T711,2,932,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,43.3820239269677,1.79494190216064,2019,7,204
QUBI-E,T711,2,936,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,10.4403065089106,1.79494190216064,2019,7,204
QUBI-E,T711,2,940,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,97.082439194738,1.79494190216064,2019,7,204
QUBI-E,T711,2,944,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,346.4462440264,3.14114832878113,2019,7,204
QUBI-E,T711,2,964,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,187.004325023728,1.79494190216064,2019,7,204
QUBI-E,T711,2,970,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,78.5765343143422,1.94013929367065,2019,7,204
QUBI-E,T711,2,980,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,26.3058928759318,1.94013929367065,2019,7,204
QUBI-E,T711,2,984,5,2019-07-23,-,2020-11-30,LIVING,LIVING,496,19.1049731745428,1.94013929367065,2019,7,204
QUBI-E,T711,2,888,5,2019-07-23,-,2020-11-30,EMTIPS,EMTIPS,496,15.1327459504216,2.57850790023804,2019,7,204
QUBI-E,T711,2,1150,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,542.829000845971,2.69241285324097,2019,8,239
QUBI-E,T711,2,1154,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,32.0903839057677,1.79494190216064,2019,8,239
QUBI-E,T711,2,1158,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,218.362607185213,1.79494190216064,2019,8,239
QUBI-E,T711,2,1162,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,16.6433169770932,1.79494190216064,2019,8,239
QUBI-E,T711,2,1166,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,58.8760849045829,1.79494190216064,2019,8,239
QUBI-E,T711,2,1170,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,41.0487515035476,1.79494190216064,2019,8,239
QUBI-E,T711,2,1174,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,153.013071337059,1.79494190216064,2019,8,239
QUBI-E,T711,2,1224,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,26,1.82498288154602,2019,8,239
QUBI-E,T711,2,1228,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,19.2353840616713,1.82498288154602,2019,8,239
QUBI-E,T711,2,1232,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,39.3699656277045,1.82498288154602,2019,8,239
QUBI-E,T711,2,1486,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,12.0415945787923,1.82498288154602,2019,8,239
QUBI-E,T711,2,1490,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,15.2643375224737,1.82498288154602,2019,8,239
QUBI-E,T711,2,1494,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,98.1835016690686,1.82498288154602,2019,8,239
QUBI-E,T711,2,1500,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,28.0178514522438,1.82498288154602,2019,8,239
QUBI-E,T711,2,1562,6,2019-08-27,-,2020-11-30,LIVING,LIVING,461,51.6236379965612,1.79494190216064,2019,8,239
QUBI-E,T711,2,1386,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,73.8771825814468,2.69241285324097,2019,9,267
QUBI-E,T711,2,1390,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,88.9479693500427,2.69241285324097,2019,9,267
QUBI-E,T711,2,1434,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,71.2179752590594,1.82498288154602,2019,9,267
QUBI-E,T711,2,2230,7,2019-09-24,-,2020-11-30,LIVING,LIVING,433,12.369316876853,1.79494190216064,2019,9,267
QUBI-E,T711,2,1394,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,10.6301458127346,1.82498288154602,2019,9,267
QUBI-E,T711,2,1398,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,21.5870331449229,1.82498288154602,2019,9,267
QUBI-E,T711,2,1402,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,28.6356421265527,1.82498288154602,2019,9,267
QUBI-E,T711,2,1406,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,6.08276253029822,1.82498288154602,2019,9,267
QUBI-E,T711,2,1410,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,9.21954445729289,1.82498288154602,2019,9,267
QUBI-E,T711,2,1414,7,2019-09-24,-,2020-11-30,EMTIPS,EMTIPS,433,10.1980390271856,1.82498288154602,2019,9,267
